,image_name,simple_segment_id,segment_id,start_point_x,start_point_y,end_point_x,end_point_y,seg_number,seg_length,avg_color,avg_red,avg_green,avg_blue,angle_left,angle_right,f_center_x,f_center_y
0,00372,h0,b885ae87-fe68-4645-96b5-27a0bf0fbbb5,824,1037,827,1087,0,54,88,8,248,8,0.241803896848662,0.7378150601204649,1030,1031
1,00372,h1,82426bac-0190-4e86-8999-6856e093bdda,827,1087,868,1127,1,67,87,18,236,7,0.7378150601204649,0.669419987555878,1030,1031
2,00372,h2,7eddd456-92ee-428c-87e4-cb2f6e5d43ba,868,1127,872,1158,2,32,86,74,181,5,0.669419987555878,0.7876410305112813,1030,1031
3,00372,h3,45b65c0e-41cf-4d11-8802-ef1ce42460eb,872,1158,928,1201,3,78,87,15,240,7,0.7876410305112813,1.1013122081927706,1030,1031
4,00372,h4,52f41ae3-3916-4cb4-b593-aefe426d6618,928,1201,925,1217,4,17,85,135,119,3,1.1013122081927706,0.7383793941463352,1030,1031
5,00372,h5,c4dad5ed-7cdd-4c29-ab8c-82d4cf06f59b,925,1217,975,1298,5,101,87,12,243,7,0.7383793941463352,0.498618768397733,1030,1031
6,00372,h6,6179217c-f504-4c8b-a4c3-fe826b05fb02,975,1298,1003,1314,6,36,87,46,209,6,0.498618768397733,0.6085476575809676,1030,1031
7,00372,h7,e1bdf961-1517-4c78-b60b-fd2dd466a05c,1003,1314,1059,1432,7,143,87,10,245,7,0.6085476575809676,1.6329839599268852,1030,1031
8,00372,h8,8373bf64-2b71-4fc8-bca2-39967a6e26e7,1059,1432,1106,1406,8,65,87,21,234,7,1.6329839599268852,0.30951126350205893,1030,1031
9,00372,h9,6f0210be-3aeb-49d3-b020-1a15992c667d,1106,1406,1205,1301,9,169,87,9,246,7,0.30951126350205893,0.6710930817437215,1030,1031
10,00372,h10,60581ed0-c95c-434b-88e0-68e8b11c9c79,1205,1301,1209,1254,10,48,87,46,209,6,0.6710930817437215,0.26373972148573,1030,1031
11,00372,h11,d2e09ea5-bef0-4b32-94cb-b5b9fd2f541a,1209,1254,1162,994,11,280,87,9,246,7,0.26373972148573,0.18854636087011656,1030,1031
12,00372,h12,387ba819-aa42-49de-917b-f60b6207f696,1162,994,1163,891,12,109,87,27,228,7,0.18854636087011656,0.2313050156803853,1030,1031
13,00372,h13,1d9b59bb-c1d4-4c4e-a9fd-fef799caca20,1163,891,1106,638,13,273,87,8,247,7,0.2313050156803853,0.8727323244749128,1030,1031
14,00372,h14,fdba7831-c40d-4849-8efb-7f4db2d405fe,1106,638,1075,622,14,34,87,34,221,7,0.8727323244749128,0.6795126367271722,1030,1031
15,00372,h15,2977a4ef-7475-4a2a-9d53-8b858f76ae1c,1075,622,1041,629,15,39,87,65,190,6,0.6795126367271722,0.7382211475423057,1030,1031
16,00372,h16,5f74263f-7142-4d3a-96b5-03c31ac2c3ed,1041,629,982,710,16,122,87,11,244,7,0.7382211475423057,0.2277441709546566,1030,1031
17,00372,h17,475d6dae-582c-483b-accf-12edc755a8c4,982,710,915,768,17,101,87,12,243,7,0.2277441709546566,0.6169143746239754,1030,1031
18,00372,h18,deff726e-1948-4587-ab06-abd3a0d80f62,915,768,890,870,18,114,87,13,242,7,0.6169143746239754,0.3182395570137544,1030,1031
19,00372,h19,d095a0ed-7279-4333-ace9-ca0f116f8915,890,870,840,950,19,110,87,12,243,7,0.3182395570137544,0.38786410386827974,1030,1031
20,00372,h20,7731b38e-8cdc-4436-a7b1-6d978f1461fe,840,950,825,1037,20,95,87,27,228,7,0.38786410386827974,0.241803896848662,1030,1031
