,image_name,simple_segment_id,segment_id,start_point_x,start_point_y,end_point_x,end_point_y,seg_number,seg_length,avg_color,avg_red,avg_green,avg_blue,angle_left,angle_right,f_center_x,f_center_y
0,00371,d0,093a5ff8-a731-4c38-8997-49cc66823e71,520,1585,542,1717,0,151,88,8,248,8,0.35811948738019606,0.6250803662767974,1028,1032
1,00371,d1,85f53e64-98a7-423d-ac22-44c70b399e9d,542,1717,646,1820,1,173,87,9,246,7,0.6250803662767974,1.273053048975397,1028,1032
2,00371,d2,f3f5acd3-f133-4c9e-9ab2-31601bd8243d,646,1820,687,1798,2,53,87,24,230,7,1.273053048975397,0.43609400494596606,1028,1032
3,00371,d3,54b6cf61-f7aa-4fdb-9c3a-8864fc5f5153,687,1798,811,1791,3,130,87,25,230,7,0.43609400494596606,0.17117572648462565,1028,1032
4,00371,d4,1faf679b-2db1-4535-8fde-a9c5ed9a9a0b,811,1791,1001,1747,4,221,87,9,246,7,0.17117572648462565,0.41593362138269985,1028,1032
5,00371,d5,64210a27-c2b4-4575-91cc-322db98ee65c,1001,1747,1041,1717,5,59,87,20,235,7,0.41593362138269985,0.5208767153454668,1028,1032
6,00371,d6,33d9c07b-4f3b-4d63-9a61-e5c8225d8fb7,1041,1717,1075,1638,6,94,87,13,242,7,0.5208767153454668,1.0978096603629273,1028,1032
7,00371,d7,410cd965-05bc-44a7-906b-3708e4a8458a,1075,1638,1090,1637,7,16,86,151,104,3,1.0978096603629273,0.9267885468745587,1028,1032
8,00371,d8,d4f2c089-a951-4f3f-a583-326a8f79a4a6,1090,1637,1133,1571,8,92,87,13,242,7,0.9267885468745587,0.20284158977820566,1028,1032
9,00371,d9,b44f8105-d338-41c6-97e0-79e0d3635cb5,1133,1571,1179,1454,9,138,87,10,245,7,0.20284158977820566,0.39325807697373705,1028,1032
10,00371,d10,6a242614-87f9-4739-9c51-c74d4aeb7930,1179,1454,1207,1425,10,37,87,26,229,7,0.39325807697373705,0.6997796450820464,1028,1032
11,00371,d11,b50647f7-d66e-4228-87c2-48488db561cd,1207,1425,1210,1381,11,45,87,50,205,6,0.6997796450820464,0.38214913800271555,1028,1032
12,00371,d12,bd6f5076-e8dc-4178-b03a-c6bc7de4e2cd,1210,1381,1239,1321,12,68,87,16,239,7,0.38214913800271555,0.5251608550554492,1028,1032
13,00371,d13,1129437c-b1ee-4a67-8f3f-8aaff1c54fb3,1239,1321,1301,1279,13,82,87,14,241,7,0.5251608550554492,0.5948800742037994,1028,1032
14,00371,d14,ae099ae5-b810-4370-965b-97eb60de510e,1301,1279,1333,1199,14,102,87,13,242,7,0.5948800742037994,0.29890742829548334,1028,1032
15,00371,d15,93b0ab9e-5f1f-4751-80cf-f63ab927347b,1333,1199,1375,1147,15,68,87,15,240,7,0.29890742829548334,0.5423476310976607,1028,1032
16,00371,d16,05dc3aea-129c-4cb2-aeca-25a29a59645d,1375,1147,1399,973,16,193,87,11,244,7,0.5423476310976607,0.28956131881668856,1028,1032
