,image_name,simple_segment_id,segment_id,start_point_x,start_point_y,end_point_x,end_point_y,seg_number,seg_length,avg_color,avg_red,avg_green,avg_blue,angle_left,angle_right,f_center_x,f_center_y
0,00368,c0,9356aab4-c945-42ea-8aa6-3ebdb9c96e05,350,964,363,1029,0,71,88,8,248,8,0.3915016578802075,0.5133118747257681,1032,1033
1,00368,c1,c2945d3d-83dd-4740-b5ac-718391258ce5,363,1029,431,1108,1,131,87,11,244,7,0.5133118747257681,0.14917951903568083,1032,1033
2,00368,c2,8ba49f34-d594-4213-8d76-c8b14d520ed5,431,1108,467,1139,2,56,87,23,232,7,0.14917951903568083,0.9420000403794635,1032,1033
3,00368,c3,434443c5-c1fc-4152-99d8-32a4760d9039,467,1139,484,1135,3,18,86,125,129,4,0.9420000403794635,1.061912110014922,1032,1033
4,00368,c4,75a73551-b2bd-4a00-9eb4-f9c374d274df,484,1135,526,1181,4,79,87,17,238,7,1.061912110014922,0.4915288283649808,1032,1033
5,00368,c5,60f7ca67-1bd8-4f69-bae0-68cd4b0d063d,526,1181,577,1199,5,62,87,27,227,7,0.4915288283649808,1.188052816949321,1032,1033
6,00368,c6,5d1b72ac-23cd-467d-a458-f1a3e3002aa4,577,1199,578,1222,6,24,86,104,150,4,1.188052816949321,0.7237674529329392,1032,1033
7,00368,c7,56e91cd9-7e81-4074-bab7-a35dc5329b07,578,1222,632,1278,7,89,87,14,241,7,0.7237674529329392,0.6487283891663322,1032,1033
8,00368,c8,18f4146a-98e3-4c8b-9a65-1a6679aab1c4,632,1278,637,1320,8,43,87,55,200,6,0.6487283891663322,1.0340820380575297,1032,1033
9,00368,c9,f19f01de-f456-496b-841c-75efa91a0944,637,1320,664,1332,9,31,87,61,194,6,1.0340820380575297,0.525651001616477,1032,1033
10,00368,c10,8d47d5d5-965a-426c-afd1-d85afd85e2de,664,1332,756,1459,10,185,87,9,246,7,0.525651001616477,0.21562724812166012,1032,1033
11,00368,c11,cb538d5a-75eb-46ad-a5bf-b25f0a9a863a,756,1459,797,1553,11,119,87,12,243,7,0.21562724812166012,0.48476163709381304,1032,1033
12,00368,c12,89d7a415-516c-47f7-a888-13754fab7822,797,1553,837,1585,12,63,87,22,233,7,0.48476163709381304,0.3300004757790824,1032,1033
13,00368,c13,28af02d4-c7e7-4cac-b868-e62b30d06bfc,837,1585,898,1681,13,133,87,11,244,7,0.3300004757790824,0.49514915319370933,1032,1033
14,00368,c14,33a25158-609c-4ffc-b03c-4847c753f636,898,1681,932,1700,14,46,87,35,220,7,0.49514915319370933,0.8171593732142592,1032,1033
